Patent,PC,Normalized Assignee,Family ID,Grouping,Priority Date,Priority Year,Est. Expiration Date,Title,Abstract,First Claim Word Count,PatentStrength,HML,Notes
8127019,PC,"Citrix Systems, Inc.",34673625,Other Topics,12/22/2003,2003,9/22/2025,System and program product for session sharing,The present invention provides a system and program product for session sharing that allows multiple authorized users (e.g. assistants) to access the same session and synchronize the browser views when the current state changes. Through the use of use of session sharing it is ensured that all users work on the same data and have the same Web side state. The Client side is kept in synchronization through the use of a publisher-subscriber model that initiates an update of all connected Clients when a state change occurs. These functionalities of the present invention ensure that all participating users can work together and can share the same state both on server and Client side.,225,40,,
8521909,PC,"Citrix Systems, Inc.",35786616,Data Packets/Communications Network|Data Packets/Client Devices,6/25/2004,2004,6/25/2024,Inferring server state in a stateless communication protocol,Server state objects are identified by an intermediate server among packets transmitted between an application server and a client device on a network based upon a stateless communication protocol by monitoring and analyzing the packets transmitted between the application server and the client device. The packets are parsed into a plurality of name-value pairs. The entropy of the name-value pairs having a same name field is computed and candidate data objects that are likely to be server state objects are selected based upon the computed entropy. Candidate data objects that were transmitted bi-directionally between the application server and the client device are identified as server state objects.,128,36,,
8429711,PC,"Citrix Systems, Inc.",34972207,Remote Access/User Application Requests|Remote Access/Access Rights,7/2/2004,2004,1/18/2025,System and method for executing interactive applications with minimal privileges,A mechanism for running interactive applications with a minimal set of privileges is disclosed. The privileges form a subset of the privileges afforded to the user requesting the application and are allocated consistent with the principle of least privilege. The application runs with the minimal amount of permissions necessary to accomplish its assigned tasks. A new user account is created and provisioned or identified for each application to which a user requests access. The accounts have a subset or superset of the access rights and operating system privileges that the user who is logged on to the system and requesting access to the application ordinarily enjoys. The subset/superset of the user's privileges is determined by a policy-based decision system. The policy-based decision system makes its determination based on an analysis of the application requirements an analysis of the data security and privacy concerns associated with the execution of the application the identity of the user and user's role and any other policy considerations previously specified by an administrator. Once the determination as to the appropriate set of privileges to be afforded in the execution environment has been made the execution environment is created and provisioned or a pre-existing execution environment possessing the requisite privileges is identified and the remote user is logged into the server-side account. The application-specific accounts may be audited by audit trail tools that provide evidence of policy enforcement.,156,36,,
7548974,PC,Citrix Systems International Gmbh,36263396,Other Topics,10/12/2004,2004,1/19/2027,Adaptively processing client requests to a network server,In a computer network environment a server protocol is provided to process read requests from clients. Rather than all read requests being processed synchronously or all read requests being processed asynchronously an attempt is first made to perform a synchronous read. If the synchronous read is unsuccessful the connection through which the request was received by the server is registered with a monitoring service. When the data is ready to be read an appropriate callback is called and the data transmitted. An optional delay may be imposed before the synchronous read is attempted to increase the likelihood that the attempt will be successful. A series of delays/read attempts may also be employed in order to increase the likelihood still further that an attempt will be successful.,77,33,L/M?,"networked reads: attempt synch read, on fail spin spin thread for asynch read and jump to callback when read is ready"
8126986,PC,"Citrix Systems, Inc.",36075283,Other Topics,9/23/2004,2004,10/16/2024,Advanced content and data distribution techniques,A method and apparatus for displaying locally stored content objects is disclosed. In one embodiment the method comprises receiving a message containing one or more parameters indicative of one or more characteristics of a client and sending one of a plurality of groups of one or more content objects from a set of content objects to the client based on the one or more parameters wherein each of the plurality of groups is suited for use with clients having a different set of one or more parameters.,203,25,,see other family member. This one is narrower
8275711,PC,"Citrix Systems, Inc.",32912282,Other Topics,2/20/2003,2003,3/15/2024,Enforcement of network service level agreements,A service level agreement may be imposed by a service provider such as an Internet service provider that may include e.g. a volume limitation and a bandwidth limitation. One or more limitations of the service level agreement may be enforced or modified in response to a triggering event. For example a bandwidth limitation on a network subscriber may be enforced or modified based on how much data is consumed by the subscriber.,150,20,,
8090775,PC,Citrix Systems International Gmbh,34700381,Other Topics,12/10/2003,2003,8/1/2025,Time limited collaborative community role delegation policy,A system for establishing and maintaining a permission delegation policy for roles within a collaborative computing environment provides a list of potential delegatee end user persons to a delegator end user person. A list of delegatable permissions is provided to the delegator end user person in which the list of delegatable permissions correspond to permissions held by the delegator end user person. A delegation policy is received from the delegator end user person. The delegation policy includes one or more delegated permissions from the list of delegatable permissions and identification of a delegatee end user person from the list of potential delegatee end users persons designated to receive the delegated permissions.,101,16,,
7840672,PC,Citrix Systems International Gmbh,36263396,Other Topics,10/12/2004,2004,11/7/2024,Adaptively processing client requests to a network server,In a computer network environment a server protocol is provided to process read requests from clients. Rather than all read requests being processed synchronously or all read requests being processed asynchronously an attempt is first made to perform a synchronous read. If the synchronous read is unsuccessful the connection through which the request was received by the server is registered with a monitoring service. When the data is ready to be read an appropriate callback is called and the data transmitted. An optional delay may be imposed before the synchronous read is attempted to increase the likelihood that the attempt will be successful. A series of delays/read attempts may also be employed in order to increase the likelihood still further that an attempt will be successful.,104,10,,see family
6088706,PC,Citrix Systems International Gmbh,10790107,Other Topics,3/8/1996,1996,5/17/2016,System and method for managing replicated data by merging the retrieved records to generate a sequence of modifications,A data management system and a method for managing copies of a shared data file maintained on a plurality of computer systems that are connectable via a mobile communications network. The method comprises: for each copy of the shared data file maintaining a record of modifications made to that copy; retrieving via connection to the mobile communications network the records maintained for other copies of the shared data file; merging the retrieved records to generate a sequence of modification; applying predefined rules to the sequence of modifications to resolve conflicts within the sequence of modifications; and modifying the copies of the shared file based on the conflict-resolved sequence of modifications. The solution is not restricted to a particular set of applications. It improves efficiency since it retains communication autonomy from the applications. Applications need not be modified to make use of the facilities provided.,118,86,,
6065118,PC,"Citrix Systems, Inc.",10798284,Other Topics,8/9/1996,1996,9/24/2016,Mobile code isolation cage,The present invention reduces the risk of damage to data or programs in an end user computer system programmed to operate in response to an imported data stream containing one or more mobile program components from an external source. The incoming data stream is screened to identify mobile program components of that data stream. Some of the mobile program components are passed to a program execution location isolated from the end user system prior to being executed to operate in a desired manner. The execution location has an interface with the external source of the data stream and an interface with the end user system. The operation of the interface between the execution location and the end user system is programmed so that only data which has been interacted on by the program component within the execution location in a specified and controlled manner can be passed to and from the end user system.,219,78,,
7774492,PC,"Citrix Systems, Inc.",25431857,Interface Unit,7/26/2001,2001,11/18/2024,"System, method and computer program product to maximize server throughput while avoiding server overload by controlling the rate of establishing server-side net work connections",A method for maximizing server throughput while avoiding overload of a server is presented. The method involves intercepting via an interface unit a client request for information from the server. Next the interface unit determines the current server performance where the server performance is based on the number of connections opened to the server the response time of the server and the rate at which the response time is changing. Finally the interface unit forwards the client request to the server if the current server performance is close to an optimal performance whereby avoiding overload of the server.,271,93,,
7801978,PC,"Citrix Systems, Inc.",24772450,Interface Unit,10/18/2000,2000,12/5/2023,"Apparatus, method and computer program product for efficiently pooling connections between clients and servers",An apparatus method and computer program product for efficiently pooling network client-server connections. The apparatus is implemented within an interface unit connecting a plurality of servers to the Internet which is in turn connected to a plurality of clients. The method includes the steps of opening a connection between a first client and the interface unit; determining whether a connection between the interface unit and a server is finished being utilized by the first client; opening a connection between a second client and the interface unit; if no free connection is open between the interface unit and the server then allowing the second client to access information on the server via the same connection utilized by the first client without waiting for the first client to initiate closing the connection; and delinking the connections between the first and second clients and the interface unit while keeping open the connection between the interface unit and the server.,278,93,,
6684259,PC,"Citrix Systems, Inc.",24157876,Other Topics,10/11/1995,1995,10/11/2015,Method for providing user global object name space in a multi-user operating system,A method suitable for use in client/server system which allows multiple copies of a single-user application to run simultaneously in a multi-user operating system without modification of the single-user program by modifying existing operating system methods used for object name creation look-up and deletion. The method creates a user global context by labeling each instance of the single-user application with a user identifier (name) that defines a single-user name space in which each labeled object is only available to the named user. In addition the single-user server process is allowed to impersonate the client for allowing the server to access the named resources of the single-user name space. A coexisting system global context is also created by marking system global named resources.,153,93,L,expires 2015
6986040,PC,"Citrix Systems, Inc.",24836276,Session Key/Client Devices|Session Key/Communication Session,11/3/2000,2000,11/11/2022,System and method of exploiting the security of a secure communication channel to secure a non-secure communication channel,The present invention features a system and method for establishing a secure communication channel between a client and an application server. In one embodiment a ticket service generates a ticket having an identifier and a session key. A communications device obtains the ticket from the ticket service and transmits the ticket to a client over a secure communication channel. The client transmits the identifier of the ticket to an application server over an application communication channel. The application server then obtains a copy of the session key of the ticket from the ticket service. Communications exchanged between the client and the application server over the application communication channel are then encrypted using the session key to establish the application communication channel as a secure communication channel.,198,92,,
7228350,PC,"Citrix Systems, Inc.",22834980,Other Topics,8/4/2000,2000,10/12/2022,Intelligent demand driven recognition of url objects in connection oriented transactions,The present invention is directed to a network switch that determines when specific content is hot and directs flow to one or more cache servers. The architecture of the present invention can include a cache and a digest generator to store predetermined objects in the cache based on the digest generated by the digest generator.,240,92,,65 Amazon citations. see family
6785713,PC,"Citrix Systems, Inc.",24267202,Transport Mechanism/Event Bus,5/8/2000,2000,5/8/2020,Method and apparatus for communicating among a network of servers utilizing a transport mechanism,The present invention relates to a method and apparatus for communication between servers. In one aspect the invention relates to a multi-server system including a first server and a second server. The first server has a first plurality of subsystems and a first event bus associated with the first plurality of subsystems the first event bus including a first event delivery object having a first dispatch table and a first transport mechanism associated with the first event delivery object. The second server has a second plurality of subsystems. One of the first plurality of subsystems communicates with one of the second plurality of subsystems by transmitting an event to the first transport mechanism based on an entry in the first dispatch table.In one embodiment the first transport mechanism transmits data using TCP/IP. In another embodiment the first plurality of subsystems includes a transport subsystem. In another embodiment the transport subsystem is in communication with the second server. In another embodiment each of the first plurality of subsystems has an associated unique identifier. In another embodiment one of the first plurality of subsystems creates an event having an identifier unique to the creating subsystem.,183,92,,see family
7177945,PC,"Citrix Systems, Inc.",22834980,Other Topics,8/4/2000,2000,12/15/2022,Non-intrusive multiplexed transaction persistency in secure commerce environments,The present invention is directed to a network switch that determines when specific content is hot and directs flow to one or more cache servers. The architecture of the present invention includes a decryption processor for authenticating clients and decrypting and encrypting transaction requests before the transaction requests are routed by the switch.,183,92,,see family. Adds encrypted message trafficking.
6799209,PC,"Citrix Systems, Inc.",24314280,Other Topics,5/25/2000,2000,5/25/2020,Activity monitor and resource manager in a network environment,An apparatus and method for monitoring the activity level of a user by the client and managing the network resources including server resources in response to the level of activity identified by the client. In one embodiment the invention relates to a method for managing network resources in response to the level of activity identified by the client. In another embodiment the invention relates to a system for managing network resources in response to the level of activity identified by the client. In still yet another embodiment the invention related to a server for managing resources allocated to an external client in response to the level of activity identified by the client.,118,92,,
7836191,PC,"Citrix Systems, Inc.",24015860,Interface Unit,2/18/2000,2000,8/16/2024,"Apparatus, method and computer program product for guaranteed content delivery incorporating putting a client on-hold based on response time",An apparatus method and computer program product for guaranteeing network client-server response time while providing a way of putting the client on-hold when the response time temporarily prohibits access to the requested server. The apparatus is implemented within an interface unit connecting a plurality of servers and an on-hold server to the Internet which is connected to a plurality of clients. According to one aspect of the invention the method includes the steps of opening a connection between a client and the interface unit; determining which server the client desires a page from; determining the current response time of the requested server; if the response time is acceptable then opening a connection between the interface unit and the requested server if no free connection is open between the interface unit and the requested server; allowing the client to access information on the requested server via the connections; and closing the connection between the client and the interface unit while keeping open the connection between the interface unit and the requested server. Alternatively if the response time is not acceptable then putting the client on-hold by redirecting the client to an on-hold server until the response time of the requested server becomes acceptable. According to a on-hold distribution aspect of the invention the interface unit determines the on-hold preference of the client and selects the server hosting that on-hold preference. According to another aspect of the invention instead of utilizing the interface unit each server has the intelligence to put the client on-hold when applicable.,149,92,,
7100200,PC,"Citrix Systems, Inc.",25375900,Session Key/User Session|Session Key/Communication Session|Authentication Credentials,6/13/2001,2001,8/20/2024,Method and apparatus for transmitting authentication credentials of a user across communication sessions,The invention relates to an apparatus and for facilitating the reauthentication of a user using a client computer to a server computer. In one embodiment the method includes the steps of receiving by the server confidential information during a first communication session between the server and a client encrypting the confidential information with a key to create encrypted confidential information and storing the encrypted confidential information in the server's memory. The method also includes the steps of transmitting by the server the key to the client and deleting by the server the key from the server's memory. When the server receives the key from the client during a second communication session the server uses the key to decrypt the encrypted confidential information.,87,91,,
7981052,PC,"Citrix Systems, Inc.",23609885,Other Topics,9/28/1999,1999,9/28/2019,Endoscopic submucosal core biopsy device,An embodiment of the invention includes a device for collecting body tissue. The device may include an inner member comprising a hollow portion to collect body tissue and a distal end configured to both penetrate body tissue and define an opening of the hollow portion. The device may further include an outer member co-axially and slidably disposed around the exterior of the inner member comprising a distal end portion. The distal end portion of the outer member may be configured to penetrate body tissue prevent body tissue from exiting the hollow portion of the inner member and allow the distal end of the inner member to extend beyond the distal end of outer member. The opening of the hollow portion of the inner member may be disposed in a plane that is not perpendicular to the longitudinal axis of the inner member.,198,91,,
7702785,PC,Citrix Systems International Gmbh,25099376,Other Topics,1/31/2001,2001,3/26/2030,"Methods, systems and computer program products for selectively allowing users of a multi-user system access to network resources",Methods systems and computer program products are provided for selectively allowing a user of a multi-user system access to a plurality of resources in a network. Pursuant to these methods systems and computer program products a request originated by a user of the multi-user system may be received to transmit a message over the network to one of the plurality of resources in the network. A security zone associated with this resource may then be identified. Pursuant to the operations of the present invention if it is determined that the user is authorized access to the identified security zone the message may be forwarded over the network to the resource.,146,91,,
7444418,PC,Bytemobile Inc,23115243,Other Topics,5/11/2001,2001,6/13/2024,Transcoding multimedia information within a network communication system,Multimedia information communicated between a transmitter and a receiver may be transcoded by intercepting the multimedia information within a network communication system. The available transmission rate of the downlink channel may be estimated by for example calculating a ratio of the smoothed round trip time of packets communicated to the receiver and a smoothed congestion window associated with the downlink channel. If the transmission rate at which the multimedia information is encoded is greater than the available transmission rate the multimedia information may be transcoded to conform the multimedia information to the available transmission rate. The transcoded multimedia information may then be transmitted to the receiver over the downlink channel using a transmission timer.,162,91,,
7062570,PC,"Citrix Systems, Inc.",22834980,Server Farm,8/4/2000,2000,9/7/2023,High performance server farm with tagging and pipelining,The present invention is directed to a network switch that determines when specific content is hot and directs flow to one or more cache servers. The architecture can include a tag generator to generate unique tags corresponding to a server in a plurality of servers a content pre-fetching algorithm to retrieve information before the information is requested by determining the hotness of the information and a cache server in which stored information is configured based upon the relative degrees of hotness of the stored information.,168,91,M/L?,"67 Amazon citations. Switches and routers between clients and server farm forward transaction requests and responses, and tag follow up requests so they can be routed to the same server that served the initial request"
7596593,PC,"Citrix Systems, Inc.",23545092,Other Topics,9/7/1999,1999,11/7/2020,Methods and apparatus for efficiently transmitting interactive application data between a client and server using markup language,A method for efficiently transferring data between a client and a server includes the steps of: providing an application program; providing an application-independent client process effecting a plurality of client states; providing an application-independent server process effecting a plurality of server states; transferring data from the server process to the client process in response to an application program; and updating at least one client state in response to the transferred data. A related apparatus is also disclosed.,184,91,,
6370552,PC,"Citrix Systems, Inc.",25322596,Other Topics,5/14/1997,1997,5/14/2017,Apparatus and method for displaying application output in an html document,A method for displaying an executing application in an HTML page includes the steps of receiving an indication that execution of an application should begin determining the parameters of a window in which the executing application will be displayed creating a communication channel to the HTML page using the determined window parameters and displaying the output of the application which is executing on a server in the window via the communications channel. A related apparatus includes a parameter handler and a network executive. The parameter handler determines the parameters of the application window and passes the parameters to a network executive. The network executive uses the parameters to begin execution of the desired applications program on a server and causes the output of the program to be displayed in the window.,144,91,,
6826606,PC,"Citrix Systems, Inc.",24267202,Transport Mechanism/Event Bus,5/8/2000,2000,5/8/2020,Method and apparatus for communicating among a network of servers,The present invention relates to a method and apparatus for communication between servers. In one aspect the invention relates to a multi-server system including a first server and a second server. The first server has a first plurality of subsystems and a first event bus associated with the first plurality of subsystems the first event bus including a first event delivery object having a first dispatch table and a first transport mechanism associated with the first event delivery object. The second server has a second plurality of subsystems. One of the first plurality of subsystems communicates with one of the second plurality of subsystems by transmitting an event to the first transport mechanism based on an entry in the first dispatch table.In one embodiment the first transport mechanism transmits data using TCP/IP. In another embodiment the first plurality of subsystems includes a transport subsystem. In another embodiment the transport subsystem is in communication with the second server. In another embodiment each of the first plurality of subsystems has an associated unique identifier. In another embodiment one of the first plurality of subsystems creates an event having an identifier unique to the creating subsystem.,108,91,LM?,"36 Amazon citations. Designating a node in a zone within a server farm as collector point of runtime data, and having other nodes in the zone send runtime data to it. Priority?"
7359953,PC,"Citrix Systems, Inc.",24222134,Client Node/Communications Link|Client Node/Network Communication,11/13/1995,1995,5/8/2018,Methods and apparatus for making a hypermedium interactive,A system and method of making a hypermedium page interactive. In one embodiment the system includes a hyperlink on the hypermedium page displayed on a client node; a hyperlink configuration file (corresponding to the hyperlink on the client node) located on a network server node; and a client agent located on the client node. In response to a user selecting the hyperlink on the hypermedium page the client agent establishes a communications link from the client agent to an application execution server agent on an application server using the information located in the configuration file obtained from the network server node. In response to the creation of the communications link between the application execution server agent and the client agent the application executes on the application execution server and the user is capable of interactively using the application running on the application execution node from the client node. Data input and display occurs at the client node under the control of the client agent.,122,91,L,"SII, server sends ""network configuration file"" to client, ""without browser intervention"""
6643690,PC,"Citrix Systems, Inc.",22353360,Client Node/User Credentials,12/29/1998,1998,2/18/2019,Apparatus and method for determining a program neighborhood for a client node in a client-server network,An apparatus and method for determining a program neighborhood of a client node in a client-server network is described. The program neighborhood of the client node includes application programs hosted by application servers on the network. The present invention enables a user of a client node to learn of these application programs. The user is not required to know where to find such applications or to manually establish links to such applications. To make the client node aware of its program neighborhood a host server collects application-related information corresponding to application programs hosted by the servers in the network. The application-related information can include the application name the server location of the application minimum capabilities required of client nodes for executing the application and those users who are authorized to use that application. User credentials are received from the client system. The user credentials are used to filter the application-related information. Information representing those application programs that are available to the client node is transmitted from the host server to the client system for display. In a Windows-based client node the information can be represented by a graphical icon for each available application program.,207,91,,
6701415,PC,"Citrix Systems, Inc.",23083196,Other Topics,3/31/1999,1999,3/31/2019,Selecting a cache for a request for information,Methods and systems for handling requests received from a client for information stored on a server. In general when a request for information is received cache functions are bypassed or executed based on whether an execution of cache functions in an attempt to access the information from cache is likely to slow processing of a request for the information without at least some compensating reduction in processing time for a request for the information received at a later time. Also described is receiving information that identifies the location of a resource within a domain and selecting a cache based on the information that identifies the location of the resource within the domain.,223,91,,
6437803,PC,"Citrix Systems, Inc.",22201620,Other Topics,5/29/1998,1998,5/29/2018,System and method for combining local and remote windows into a single desktop environment,A system for incorporating windows from remote desktop environments into a local desktop environment includes a local node a local agent a first remote node and a first remote agent. The first remote node provides a first remote desktop environment and the first remote agent monitors the first remote desktop environment for changes in the environment. The first remote node transmits messages to the local agent indicative of changes in the first remote desktop environment. The local agent receives the transmitted messages and commands the local node to modify a representation of a first remote window that is part of a local desktop environment. The local agent also monitors the local desktop and transmits messages to the remote agent indicative of a change in the local desktop. In some embodiment the local node provides the local desktop environment. Local agents can be embodied on articles of manufacture.,119,91,,
7586871,PC,Bytemobile Inc,22039245,Other Topics,5/22/2001,2001,2/20/2024,Platform and method for providing data services in a communication network,A communication node and corresponding method for processing data communication passing through the node between a first data network and a second data network is described. The method includes detecting an event associated with data communication arriving at the node from the first data network and determining whether the data communication is to be suspended for service at the node based on the detected event. Suspended data communication is processed based on information in the data communication. Return data communication arriving at the node from the second data network in response to the processed data communication from the first data network is detected. The detected return data communication is allowed to pass through the node without processing the detected return data communication.,113,91,,
6243816,PC,Citrix Systems International Gmbh,22095724,Other Topics,4/30/1998,1998,4/30/2018,Single sign-on (sso) mechanism personal key manager,A method of managing passwords of users desiring access to multiple target resources in a computer enterprise environment. For each given user each of a set of id/password pairs is associated to each of a set of one or more respective targets. Each id/password pair is normally required to access a respective target resource. The targets of each given user are stored in a globally-accessible database. In response to entry by a given user at a client machine of a single-sign on (SSO) id/password the globally-accessible database is accessed from a personal key manager (PKM) server to retrieve the targets of the given user. The targets are returned to the PKM server which then uses data therein to access the respective target resources on behalf of the given user at the client machine.,107,91,,
6766333,PC,"Citrix Systems, Inc.",24845353,Software Application/Client and the Server|Software Application/User Interface,11/8/2000,2000,11/8/2020,Method and apparatus for synchronizing a user interface element displayed on a client and a software application component executing on a web server,A system and method for synchronizing a user interface element displayed on a client and a software application component executing on a web server are described. The synchronizing of a user interface element and a software application component includes representing a user interface element as a user interface element component having a characteristic and providing a wiring descriptor relating the characteristic of the user interface element component with a characteristic of a software application component. The wiring descriptor associates the user interface element component with the software application component and synchronizes the characteristic of the user interface element component with the characteristic of the software application component.,98,91,,
6370570,PC,"Citrix Systems, Inc.",24222134,Client Node/Communications Link|Client Node/Network Communication,11/13/1995,1995,11/13/2015,Method and apparatus for making a hypermedium interactive,A system and method of making a hypermedium page interactive. In one embodiment the system includes a hyperlink on the hypermedium page displayed on a client node; a hyperlink configuration file (corresponding to the hyperlink on the client node) located on a network server node; and a client agent located on the client node. In response to a user selecting the hyperlink on the hypermedium page the client agent establishes a communications link from the client agent to an application execution server agent on an application server using the information located in the configuration file obtained from the network server node. In response to the creation of the communications link between the application execution server agent and the client agent the application executes on the application execution server and the user is capable of interactively using the application running on the application execution node from the client node. Data input and display occurs at the client node under the control of the client agent.,144,91,L,expires 2015
6538667,PC,"Citrix Systems, Inc.",23419752,Computing Devices/Client Devices|Client Node/Providing a Connection|Client Node/Client Computing,7/23/1999,1999,7/23/2019,System and method for providing immediate visual response to user input at a client system connected to a computer system by a high-latency connection,A method and an apparatus for reducing perceived visual response to user input at a client node are described. The client node remotely executes an application program on a server node wherein all execution of the application program occurs on the server node. The client node transmits user-provided input to the server node and the user-provided input elicits a response from the server node that is transmitted back to the client node for display. The client node receives the user input to be transmitted to the server node. The client node can obtain the user input through a keyboard or a pointing device. In response to the user input the client node produces a prediction of a server response to the user input. The client node then displays the prediction. The display of the prediction provides the client user with a faster visual response to the user input than could be obtained from the server node. Upon receiving the server response the client node displays the server response overwriting the prediction.,168,91,,
6772226,PC,"Citrix Systems, Inc.",24559674,Private Networks/Other Topics|IP Address/Virtual Private Network|MAC Address,8/15/2000,2000,8/15/2020,Vpn device clustering using a network flow switch and a different mac address for each vpn device in the cluster,A VPN device clustering system connects two or more VPN devices on one side of a virtual private network to a similarly clustered system of two or more VPN devices on the other side of a virtual private network. The VPN device clustering system typically includes a plurality of clustering units for redundancy that avoids difficulties that arise with a single point of failure. For example two clustering units may be used in an active-passive high-availability configuration. A VPN device cluster creator creates or configures a VPN device cluster. To create a VPN device cluster an administrator assigns to the cluster a logical Internet protocol (IP) address IPvpn and specifies VPN devices that are members of the cluster.,121,91,,
6691157,PC,"Citrix Systems, Inc.",24222134,Client Node/Communications Link|Client Node/Network Communication,11/13/1995,1995,11/13/2015,Method and apparatus for making a hypermedium interactive,A system and method of making a hypermedium page interactive. In one embodiment the system includes a hyperlink on the hypermedium page displayed on a client node; a hyperlink configuration file (corresponding to the hyperlink on the client node) located on a network server node; and a client agent located on the client node. In response to a user selecting the hyperlink on the hypermedium page the client agent establishes a communications link from the client agent to an application execution server agent on an application server using the information located in the configuration file obtained from the network server node. In response to the creation of the communications link between the application execution server agent and the client agent the application executes on the application execution server and the user is capable of interactively using the application running on the application execution node from the client node. Data input and display occurs at the client node under the control of the client agent.,95,91,L,expires 2015
6016535,PC,"Citrix Systems, Inc.",24158283,Other Topics,10/11/1995,1995,10/11/2015,Method for dynamically and efficiently caching objects by subdividing cache memory blocks into equally-sized sub-blocks,A method for dynamically caching data objects in a logical cache memory begins by organizing the logical cache memory into a set of maximally equally-sized contiguous pages that begin at a logical cache base address. Any one of the maximal size logical cache pages may be dynamically subdivided into a set of smaller pages of equal size. The smaller size pages cache data objects having a smaller size than the maximum possible data object size. Each subdivided page stores only those smaller size data objects. The logical address for a page is mapped to at least a maximal size page index identifying the position of the maximal size logical page in the cache and if the page is a smaller size page the page location is also mapped to a smaller size page index which identifies a particular one of the smaller size pages located within a maximal size page. Pages are dynamically reconfigured based on a least-recently-used policy. A maximal size page may be reconfigured to provide for storage of multiple smaller sized pages and a set of smaller sized pages may be reconfigured to provide storage for a maximal size page. In one aspect maximally sized pages may be chained together to provide for storage of data objects which exceed the size of the pages. Chained pages may be contiguous or non-contiguous.,175,90,L,expires 2015
6157944,PC,"Citrix Systems, Inc.",25322553,Client Node/Communications Link|Client Node/Protocol Stack,5/14/1997,1997,5/14/2017,System and method for replicating a client/server data exchange to additional client nodes connecting to the server,A system and method for replicating data that are exchanged between a server and a first client node and transmitting the replicated data to other client nodes connected to the server are described. A connection is established with the first client node and a predetermined communications port located on the server using an initial protocol stack. The initial protocol stack includes a data structure that links the initial protocol stack to the connection with the first client node. The data structure enables the connection between the server and the first client node to move to other ports of the server. When the first client node communicates with the server a connection manager produces a new protocol stack in response to those communications. An execution environment on the server becomes associated with the first client node. When the execution environment is started the server application requested by the first client node is also started. The connection manager then transfers the connection between the first client node and the server to the new protocol stack by moving the data structure from the initial protocol stack to the new protocol stack. Similarly a second connection is established between a second client node and the server using a third protocol stack. Data communicated between the first client node and the application program executing on the server are replicated and transmitted to the second client node using the third protocol stack.,204,90,,
6920480,PC,"Citrix Systems, Inc.",23545092,Other Topics,9/7/1999,1999,3/24/2021,Methods and apparatus for efficiently transmitting interactive application data between a client and server using markup language,A method for efficiently transferring data between a client and a server includes the steps of: providing an application program; providing an application-independent client process effecting a plurality of client states; providing an application-independent server process effecting a plurality of server states; transferring data from the server process to the client process in response to an application program; and updating at least one client state in response to the transferred data. A related apparatus is also disclosed.,100,90,,
6807580,PC,"Citrix Systems, Inc.",24267202,Transport Mechanism/Event Bus,5/8/2000,2000,5/8/2020,Method and apparatus for communicating among a network of servers,The present invention relates to a method and apparatus for communication between servers. In one aspect the invention relates to a multi-server system including a first server and a second server. The first server has a first plurality of subsystems and a first event bus associated with the first plurality of subsystems the first event bus including a first event delivery object having a first dispatch table and a first transport mechanism associated with the first event delivery object. The second server has a second plurality of subsystems. One of the first plurality of subsystems communicates with one of the second plurality of subsystems by transmitting an event to the first transport mechanism based on an entry in the first dispatch table. In one embodiment the first transport mechanism transmits data using TCP/IP. In another embodiment the first plurality of subsystems includes a transport subsystem. In another embodiment the transport subsystem is in communication with the second server. In another embodiment each of the first plurality of subsystems has an associated unique identifier. In another embodiment one of the first plurality of subsystems creates an event having an identifier unique to the creating subsystem.,162,90,,"see family. Designating two nodes in a server farm zone as collector points, each for one kind of data"
